name,address,plus_code,category,overall_rating,url,keywords
Singapore City Gallery,"45 Maxwell Road The URA Centre, 069118",7RHW+P4 Singapore,Local history museum,4.5,"https://www.google.com.sg/maps/place/Singapore+City+Gallery/@1.2792683,103.8431844,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190d5b1ca245:0xc33e99eb86f0cdb6!8m2!3d1.279245!4d103.8453478?hl=en","['future', 'interactive', 'learn', 'plans', 'understand', 'country', 'scale', 'design', 'floor', 'present']"
Sultan Mosque,"3 Muscat St, Singapore 198833",8V25+WH Singapore,Mosque,4.7,"https://www.google.com.sg/maps/place/Sultan+Mosque/@1.3022908,103.8567749,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19b0d96aac6f:0xfca1ad52b1fa5313!8m2!3d1.3022854!4d103.8589636?hl=en","['architecture', 'historical', 'beautiful', 'adhan', 'souvenirs', 'dome', 'shorts', 'heritage', 'temples', 'skirts']"
Sentosa Boardwalk,Straits View,7R6F+27 Singapore,Walkway,4.6,"https://www.google.com.sg/maps/place/Sentosa+Boardwalk/@1.2600901,103.8210101,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19579502d59f:0x7f69d0142f690256!8m2!3d1.2600847!4d103.8231988?hl=en","['sunset', 'evening', 'experience', 'mall', 'bus', 'drinks', 'lights', 'water', 'bridge', 'strolling']"
The Escape Hunt Experience Singapore,"100 Orchard Rd, Singapore 238840",8R2R+6P Singapore,Permanently closed,4.7,"https://www.google.com.sg/maps/place/The+Escape+Hunt/@1.3005657,103.8395984,17z/data=!3m2!4b1!5s0x31da19a33ee3d335:0x1e9e6de7934bf086!4m5!3m4!1s0x31da1997ab9a9b07:0x818bfca5816e30bb!8m2!3d1.3005603!4d103.8417871?hl=en",
iFly Singapore,"43 Siloso Beach Walk, #01-01 iFly Singapore, 099010",7R29+R2 Singapore,Tourist attraction,4.3,"https://www.google.com.sg/maps/place/iFly+Singapore/@1.252072,103.8153837,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bf8d0789533:0xc0fa5ea6289fe8fb!8m2!3d1.2520666!4d103.8175724?hl=en","['flight', 'skydiving', 'instructor', 'video', 'timer', 'voucher', 'tunnel', 'simulator', 'briefing', 'free']"
SneakPeek Singapore Walking Tours,"Asian Civilisations, Empress Pl, 1, 179555",7VP2+RP Singapore,Corporate office,5,"https://www.google.com.sg/maps/place/SneakPeek+Singapore+Walking+Tours/@1.2870855,103.8496519,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190999ce2b11:0x649afb2d4278bec6!8m2!3d1.2870801!4d103.8518406?hl=en","['history', 'informative', 'learn', 'stories', 'questions', 'tour', 'funny', 'trip', 'insight', 'maps']"
Skyline Luge Sentosa,"1 Imbiah Rd, 099692",7R38+XW Singapore,Tourist attraction,4.6,"https://www.google.com.sg/maps/place/Skyline+Luge+Sentosa/@1.254975,103.8151787,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bfee9eb51b3:0x122393a47eeddde!8m2!3d1.2549642!4d103.8173891?hl=en","['fun', 'play', 'helmet', 'cable', 'speed', 'chairlift', 'pulley', 'klook', 'boarding', 'gravity']"
ION Sky,"2 Orchard Turn, Singapore 238801",8R3J+JP Singapore,Observation deck,4.4,"https://www.google.com.sg/maps/place/ION+Sky/@1.3040574,103.8295783,17z/data=!3m2!4b1!5s0x31da198de9a5f9df:0x1c5546ca117e8960!4m5!3m4!1s0x31da198dc2076f45:0x882438d9e6714e12!8m2!3d1.304052!4d103.831767?hl=en","['floor', 'ticket', 'exhibition', 'lift', 'check', 'buildings', 'video', 'lights', 'app', 'glass']"
Marina Barrage,"8 Marina Gardens Dr, Singapore 018951",7VJC+7C Singapore,Weir,4.6,"https://www.google.com.sg/maps/place/Marina+Barrage/@1.2806864,103.8689326,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19ad31884be7:0xdd66daf2e5edc4d1!8m2!3d1.280681!4d103.8711213?hl=en","['picnic', 'family', 'walk', 'sunset', 'night', 'windy', 'cycle', 'building', 'scenery', 'outdoor']"
KidZania Singapore,"31 Beach View, #01-01/02, 098008",7R2C+J3 Singapore,Permanently closed,4.3,"https://www.google.com.sg/maps/place/KidZania+Singapore/@1.2516038,103.8180598,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1c000ca3f84d:0x18176d52954aaea0!8m2!3d1.2515984!4d103.8202485?hl=en",
Henderson Waves,"Henderson Rd, Singapore 159557",7RG8+C5 Singapore,Bridge,4.6,"https://www.google.com.sg/maps/place/Henderson+Waves/@1.2760262,103.8132054,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bdbe6a77bf9:0x1da90f47c778792e!8m2!3d1.2760208!4d103.8153941?hl=en","['walk', 'architecture', 'sunset', 'evening', 'morning', 'design', 'exercise', 'stairs', 'trees', ""bird's""]"
The Pinnacle @ Duxton,"1G Cantonment Rd, Singapore 085301",7RGR+QF Singapore,Housing complex,4.4,"https://www.google.com.sg/maps/place/Pinnacle%EF%BC%A0Duxton/@1.2769228,103.8390073,17z/data=!3m1!4b1!4m5!3m4!1s0x31da196c7ba82c55:0x7bbccf66c4d5bd70!8m2!3d1.2769228!4d103.841196?hl=en","['pay', 'garden', 'rooftop', 'storey', 'fee', 'public', 'sunset', 'lift', 'architecture', 'office']"
Smoke & Mirrors,"1 St. Andrew's Road, #06-01 National Gallery Singapore, 178957",7VR2+5P Singapore,·$$$,4.2,"https://www.google.com.sg/maps/place/Smoke+%26+Mirrors/@1.2904173,103.849622,17z/data=!3m2!4b1!5s0x31da19a747b41251:0x3333a5706ae57f63!4m5!3m4!1s0x31da19a73e9e2bbf:0xfb097f2a0268aad!8m2!3d1.2904173!4d103.8518107?hl=en","['cocktails', 'night', 'marina', 'sunset', 'light', 'glass', 'roof', 'gin', 'scenery', 'art']"
Butterfly Garden,"70 Airport Blvd., Singapore 819661",9X5P+2G Singapore,Garden,4.5,"https://www.google.com.sg/maps/place/Butterfly+Garden+Terminal+3/@1.3576021,103.9840963,17z/data=!3m1!4b1!4m5!3m4!1s0x31da3c8c8b43ddb3:0x5f6fd1ddbd25c76a!8m2!3d1.3576021!4d103.986285?hl=en","['airport', 'butterflies', 'transit', 'waterfall', 'idea', 'humid', 'attraction', 'habitat', 'tropical', 'passengers']"
Chijmes,"30 Victoria St, Singapore 187996",7VW2+3V Singapore,Heritage building,4.5,"https://www.google.com.sg/maps/place/CHIJMES/@1.2951699,103.850007,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a46f3cfc35:0x8043fede7e98b111!8m2!3d1.2951699!4d103.8521957?hl=en","['restaurants', 'bars', 'night', 'church', 'atmosphere', 'wedding', 'choices', 'romantic', 'lights', 'courtyard']"
Mohan's Custom Tailors,"14 Scotts Road #02-73 Far East Plaza, 228213",8R4M+W8 Singapore,Tailor,4.9,"https://www.google.com.sg/maps/place/Mohan's+Custom+Tailors/@1.3072975,103.8311041,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1992a6c0228d:0x41f7cb8d41ec629c!8m2!3d1.3072975!4d103.8332928?hl=en","['shirts', 'quality', 'fabric', 'team', 'measurements', 'business', 'color', 'wedding', 'fittings', 'wool']"
National Library of Singapore,"100 Victoria St, Singapore 188064",7VX3+2P Singapore,National library,4.6,"https://www.google.com.sg/maps/place/National+Library/@1.2975884,103.8521194,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a524aca129:0xf23dddaa8432afc5!8m2!3d1.2975884!4d103.8543081?hl=en","['floor', 'research', 'studying', 'reference', 'exhibitions', 'magazines', 'architecture', 'free', 'archives', 'ebook']"
Chinatown Street Market,"Trengganu St, Singapore 050005",7RJV+JV Singapore,Tourist attraction,4.4,"https://www.google.com.sg/maps/place/Chinatown+Street+Markets/@1.2815474,103.8425137,17z/data=!3m2!4b1!5s0x31da1972d2de40af:0x21669786334e9fee!4m5!3m4!1s0x31da19733ae783e3:0x8ea8f9d5c1d81c0e!8m2!3d1.2815474!4d103.8447024?hl=en","['souvenirs', 'chinese', 'selling', 'street', 'atmosphere', 'culture', 'bargains', 'clothes', 'haggle', 'hindu']"
Chinese and Japanese Gardens,"1 Chinese Garden Rd, Singapore 619795",8PPJ+4C Singapore,Park,4.4,"https://www.google.com.sg/maps/place/Japanese+Garden/@1.3352778,103.7289224,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1002e7d9f861:0x4280db90c68a90fb!8m2!3d1.3352778!4d103.7311111?hl=en","['jogging', 'beautiful', 'birds', 'peaceful', 'morning', 'renovation', 'photos', 'evening', 'bridges', 'pond']"
Lucky Plaza,"304 Orchard Rd, Singapore 228863",8R3M+RH Singapore,Shopping mall,4,"https://www.google.com.sg/maps/place/Lucky+Plaza/@1.3045456,103.8317562,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19926d6211eb:0xd76b3a1adceec494!8m2!3d1.3047118!4d103.8336414?hl=en","['souvenirs', 'filipino', 'remittance', 'indonesian', 'money', 'maids', 'exchange', 'domestic', 'currency', 'money']"
Thian Hock Keng Temple,"158 Telok Ayer St, Singapore 068613",7RJX+C3 Singapore,Taoist temple,4.4,"https://www.google.com.sg/maps/place/Thian+Hock+Keng+Temple/@1.2810667,103.8454986,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190d09bceef5:0xa265c5588346fe0!8m2!3d1.2810696!4d103.8476821?hl=en","['history', 'chinese', 'peaceful', 'sea', 'architecture', 'goddess', 'heritage', 'confucius', '1973', 'chinatown']"
Plaza Singapura,"68 Orchard Rd, Singapore 238839",8R2W+63 Singapore,Shopping mall,4.4,"https://www.google.com.sg/maps/place/Plaza+Singapura/@1.3005317,103.8430469,17z/data=!3m2!4b1!5s0x31da19ec4b49b303:0xf524ae2a42d3c4f7!4m5!3m4!1s0x31da19bd7e725147:0x73f8899801be03cf!8m2!3d1.3005317!4d103.8452356?hl=en","['cinema', 'basement', 'varieties', 'interchange', 'choices', 'musical', 'capitaland', 'timezone', 'atrium', 'yaohan']"
Singapore Art Museum,"71 Bras Basah Rd, Singapore 189555",7VW2+W7 Singapore,Art museum,4.3,"https://www.google.com.sg/maps/place/Singapore+Art+Museum/@1.2973507,103.848558,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a49e35ca5b:0x333841cdd84d76ca!8m2!3d1.2973507!4d103.8507467?hl=en","['renovation', 'architecture', 'school', 'information', 'friday', 'learn', 'website', 'collection', '2018', 'evening']"
Bukit Timah Nature Reserve,"Hindhede Dr, Singapore 589318",9Q3G+JQ Singapore,Nature preserve,4.5,"https://www.google.com.sg/maps/place/Bukit+Timah+Nature+Reserve/@1.3540562,103.7747567,17z/data=!3m1!4b1!4m5!3m4!1s0x31da10f5981ed73b:0x7b421dc2a7c58be!8m2!3d1.3540562!4d103.7769454?hl=en","['exercise', 'monkeys', 'summit', 'slope', 'jungle', 'sweat', 'the', 'quarry', 'monitor', 'stamina']"
Ultimate Drive,"1 Bayfront Avenue #01-14, Tower 3 Marina Bay Sands, 018971",7VM6+QC Singapore,Permanently closed,4,"https://www.google.com.sg/maps/place/Ultimate+Drive/@1.2844476,103.858916,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1906a73a38a3:0x8cb58fbc38156487!8m2!3d1.2844476!4d103.8611047?hl=en",
Suntec City,"3 Temasek Blvd, Singapore 038983",7VW5+28 Singapore,Shopping mall,4.4,"https://www.google.com.sg/maps/place/Suntec+City/@1.2947057,103.8543996,16z/data=!3m1!4b1!4m5!3m4!1s0x31da19aefcff45db:0x71f09dcf46064f44!8m2!3d1.29503!4d103.8583026?hl=en","['convention', 'fountain', 'office', 'towers', 'exhibitions', 'basement', 'fair', 'signage', 'seminars', 'lamborghini']"
Sri Veeramakaliamman Temple,"141 Serangoon Rd, Singapore 218042",8V52+6V Singapore,Hindu temple,4.6,"https://www.google.com.sg/maps/place/Sri+Veeramakaliamman+Temple/@1.3080029,103.8500301,17z/data=!3m2!4b1!5s0x31da19c7616e5da1:0xfb2a40571c218ef5!4m5!3m4!1s0x31da19c763cf32f3:0x64ec926878864f38!8m2!3d1.3080029!4d103.8522188?hl=en","['pray', 'tourists', 'culture', 'shoes', 'architecture', 'statues', 'respect', 'vibration', 'skirt', 'population']"
Biking Singapore,"Eunos Techpark, 60 Kaki Bukit Pl, 415979",8W33+84 Singapore,Sports school,5,"https://www.google.com.sg/maps/place/Biking+Singapore+-+Learn+to+Cycle+Singapore/@1.3032748,103.9006556,17z/data=!3m1!4b1!4m5!3m4!1s0x31da186df8c5d1d1:0xbb81da12cf609376!8m2!3d1.3032443!4d103.9027882?hl=en","['coach', 'patient', 'bike', 'confidence', 'patience', 'boy', 'wheels', 'fear', 'distance', 'my']"
Mount Faber,"Junction of Kampong Bahru Road and, Telok Blangah Rd, 099448",7RF8+GX Singapore,Park,4.5,"https://www.google.com.sg/maps/place/Mount+Faber+Park/@1.2737864,103.8153077,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bd955013df9:0x8abf6e8b70e4702c!8m2!3d1.2737864!4d103.8174964?hl=en","['cable', 'island', 'stairs', 'harbour', 'the', 'panoramic', 'romantic', ""bird's"", 'height', 'funicular']"
Cavenagh Bridge,"1 Fullerton Square, Singapore 049178",7VP2+JW Singapore,Bridge,4.5,"https://www.google.com.sg/maps/place/Cavenagh+Bridge/@1.2865459,103.8501701,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19090a30ee07:0xfe051a194a05f9bb!8m2!3d1.2865459!4d103.8523588?hl=en","['historical', 'night', 'walk', 'photos', 'architecture', 'buildings', 'statue', 'hotel', 'past', '1870']"
"WOOBAR, W Singapore - Sentosa Cove","21 Ocean Way, Sentosa, 098374",6RWR+GV Singapore,·$$$,4.2,"https://www.google.com.sg/maps/place/WOOBAR/@1.2463132,103.8399878,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1eb67bd60815:0xae59e5653c22c8bb!8m2!3d1.2463132!4d103.8421765?hl=en","['hotel', 'drinks', 'high', 'hip', 'birdcage', 'cakes', 'price']"
Natureland Robertson Walk,"11 Unity St, Singapore 237995",7RRR+QP Singapore,Massage spa,4.4,"https://www.google.com.sg/maps/place/Natureland+Robertson+Walk/@1.291898,103.8395696,17z/data=!3m2!4b1!5s0x31da199efb22ed09:0x7d8ff38299c82070!4m5!3m4!1s0x31da199ee2cf5a27:0x7bbfb6b9003eb7c4!8m2!3d1.291898!4d103.8417583?hl=en","['price', 'clean', 'relaxing', 'room', 'skilled', 'environment', 'feel', 'muscles', 'pain', 'experience']"
Plaza Premium Lounge (Singapore),"1 Airport Boulevard Level 3 Terminal 1, Departure/Transit Lounge West, 819642",9X6Q+GV Singapore,Temporarily closed,4.2,"https://www.google.com.sg/maps/place/Plaza+Premium+Lounge+Singapore+(International+Departures,+Terminal+1)/@1.3613608,103.98756,17z/data=!3m2!4b1!5s0x31da3c8d9785d4ab:0x679e6169d5ce228d!4m8!3m7!1s0x31da3c624e135b91:0xfcaa55227c48911f!5m2!4m1!1i2!8m2!3d1.3613608!4d103.9897487?hl=en","['shower', 'flight', 'comfortable', 'clean', 'laksa', 'seat', 'sleep', 'bathing', 'midnight', 'USB']"
OCBC Skyway,"18 Marina Gardens Dr, Singapore 018953",7VJ7+WM Singapore,Tourist attraction,4.6,"https://www.google.com.sg/maps/place/OCBC+Skyway/@1.2823413,103.8619758,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19b03c720821:0x4b0e12bb00eb4e93!8m2!3d1.2823413!4d103.8641645?hl=en","['night', 'ticket', 'gardens', 'marina', 'trees', 'skywalk', 'afraid', 'elevator', 'klook', 'singapore']"
28 Hong Kong Street,"28 Hongkong St, Singapore 059667",7RQW+2Q Singapore,·$$$,4.5,"https://www.google.com.sg/maps/place/28+HongKong+Street/@1.2875578,103.8447375,17z/data=!3m2!4b1!5s0x31da190af1994aa5:0x4ea93cf9b4e2936c!4m5!3m4!1s0x31da190aee6c5365:0x59bae3af2ea726d3!8m2!3d1.2876558!4d103.8469827?hl=en","['speakeasy', 'door', 'conversation', 'mac', 'flavours', 'hip-hop', 'name', 'attention', 'snacks', 'ice']"
Raffles City,"252 North Bridge Rd, Singapore 179103",7VV3+J7 Singapore,Shopping mall,4.5,"https://www.google.com.sg/maps/place/Raffles+City+Singapore/@1.29401,103.8509586,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1989239706e5:0xcc141c5a687f20eb!8m2!3d1.29401!4d103.8531473?hl=en","['food', 'good', 'basement']"
Cat Cafe Neko no Niwa,"54A Boat Quay, Level 2, Singapore 049843",7RPX+VP Singapore,·$,4.5,"https://www.google.com.sg/maps/place/Cat+Cafe+Neko+no+Niwa/@1.2871749,103.8470951,17z/data=!4m5!3m4!1s0x31da190a379be56d:0xea0275c0ed70da96!8m2!3d1.2871749!4d103.8492838?hl=en","['cats', 'sleeping', 'interact', 'afternoon', 'teach', 'respect', 'personalities', 'toys', 'adopted', 'fur']"
Kinki Restaurant + Bar,"70, #02-02 Collyer Quay, Customs House, 049323",7VJ3+X9 Singapore,·$$$,4,"https://www.google.com.sg/maps/place/Kinki+Restaurant+%2B+Bar/@1.2824913,103.8512866,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190efd61c3a3:0xd0e6c9ca38b6d438!8m2!3d1.2824913!4d103.8534753?hl=en","['drinks', 'music', 'happy', 'foie', 'brunch', 'roof', 'window', 'black', 'CBD', 'bay']"
Wild Wild Wet,"1 Pasir Ris Cl, Singapore 519599",9XG3+XW Singapore,Water park,4.4,"https://www.google.com.sg/maps/place/Wild+Wild+Wet+@+Downtown+East/@1.3774226,103.95259,17z/data=!3m1!4b1!4m5!3m4!1s0x31da3db15183fc2b:0xb94e26060c533c72!8m2!3d1.3774226!4d103.9547787?hl=en","['queue', 'locker', 'renovation', 'free', 'water', 'sunblock', 'weekdays', 'goggles', '6pm', 'flooring']"
Resorts World Sentosa Casino,"8 Sentosa Gateway, 098269",7R4C+3P Singapore,Resort hotel,4.6,"https://www.google.com.sg/maps/place/Resorts+World+Sentosa/@1.255179,103.819622,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bfdbff91e2d:0xc5c058cbf276b426!8m2!3d1.255179!4d103.8218107?hl=en","['casino', 'aquarium', 'monorail', 'luge', 'attraction', 'cable', 'laser', 'wax', 'mumps', 'man-made']"
OrcaNation,"44 Pasir Panjang Road Pasir Panjang Recreation Centre, Unit, 01 E-01, 118504",7QGV+3M Singapore,Corporate office,5,"https://www.google.com.sg/maps/place/OrcaNation/@1.2751375,103.792004,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bc168c6d8d3:0x9fb85e3633606986!8m2!3d1.275211!4d103.7940485?hl=en",[]
Forest Adventure,"Bedok Reservoir Park, Singapore 479244",8WVJ+46 Singapore,Recreation center,4.6,"https://www.google.com.sg/maps/place/Forest+Adventure/@1.3428271,103.9284127,17z/data=!3m1!4b1!4m5!3m4!1s0x31da3d42386b04d5:0x2b02b049200ba769!8m2!3d1.3428271!4d103.9306014?hl=en","['course', 'zip', 'safety', 'instructors', 'obstacles', 'confidence', 'trees', 'reservoir', 'height', 'gloves']"
Ikeda Spa,"787 Bukit Timah Rd, Singapore 269762",8QJW+CF Singapore,Day spa,4.7,"https://www.google.com.sg/maps/place/Ikeda+Spa/@1.3310804,103.7939587,17z/data=!3m1!4b1!4m5!3m4!1s0x31da109f2fbfa8cd:0xe434cbed27823db4!8m2!3d1.3311428!4d103.796169?hl=en","['experience', 'onsen', 'relaxing', 'therapist', 'bath', 'clean', 'environment', 'room', 'hot', 'desk']"
Esplanade Park,"Along Connaught Drive, 179682",7VQ3+XG Singapore,Park,4.5,"https://www.google.com.sg/maps/place/Esplanade+Park/@1.289901,103.8516766,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a777be6c2d:0xf2f29f0fde681bc5!8m2!3d1.289901!4d103.8538653?hl=en","['walk', 'great', 'tourist', 'night', 'historical', 'small', 'beautiful', 'marina', 'river', 'camera']"
Tiong Bahru Estate,"9A Boon Tiong Rd, Singapore 162009",7RPH+QC Singapore,Apartment building,4.6,"https://www.google.com.sg/maps/place/Tiong+Bahru+View/@1.2869369,103.8263867,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1979b662cead:0x52cab6b1f77aec1c!8m2!3d1.2869369!4d103.8285754?hl=en",[]
City Square Mall,"180 Kitchener Rd, Singapore 208539",8V64+HF Singapore,Shopping mall,4.3,"https://www.google.com.sg/maps/place/City+Square+Mall/@1.3114516,103.8539721,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19c8a7265a67:0xb62841f86f003580!8m2!3d1.3114516!4d103.8561608?hl=en","['cinema', 'eco', 'basement', 'sporting', 'republic', 'timezone', 'shows', 'decathlon', 'cotton', 'atrium']"
Origin Bar,"Lobby Level, Tower Wing, 22 Orange Grove Rd, 258350",8R6G+9M Singapore,Bar,4.7,"https://www.google.com.sg/maps/place/Origin+Bar/@1.3109262,103.8245602,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19f4703ca001:0x8d61d9bb106b1ea1!8m2!3d1.3109262!4d103.8267489?hl=en","['music', 'restaurant', 'hotel', 'liquor', 'evening', 'menu', 'sweet', 'snacks', 'fish', 'cheese']"
St Andrew's Cathedral,"11 St Andrew's Rd, Singapore 178959",7VR2+XW Singapore,Anglican church,4.5,"https://www.google.com.sg/maps/place/St.+Andrew's+Cathedral/@1.2923914,103.8500656,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a6ea4f10ff:0x6c8897898888efac!8m2!3d1.2923914!4d103.8522543?hl=en","['architecture', 'history', 'beautiful', 'peaceful', 'pray', 'wedding', 'photo', 'structure', 'chapel', 'religious']"
Lost Sg,"1 Sophia Rd, #03-01/02/03, Singapore 228149",8R2X+GV Singapore,Escape room center,4.6,"https://www.google.com.sg/maps/place/LOST+SG+Escape+Room+Singapore/@1.301351,103.8474483,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19bc43a8cf6d:0xf283574dd550303!8m2!3d1.301351!4d103.849637?hl=en","['tech', 'team', 'mind', 'props', 'patient', 'brain', 'concept', 'information', 'storyline', 'teamwork']"
Bukit Brown Cemetery,"36C Lor Halwa, Singapore 298637",8RPF+C5 Singapore,Cemetery,4.6,"https://www.google.com.sg/maps/place/Bukit+Brown+Cemetery/@1.3361057,103.8207959,17z/data=!3m1!4b1!4m5!3m4!1s0x31da17529ff6a261:0x2fa44bebc94ed524!8m2!3d1.3361057!4d103.8229846?hl=en","['history', 'walk', 'buried', 'stories']"
BullionStar,"45 New Bridge Rd, Singapore 059398",7RQW+8J Singapore,Gold dealer,4.8,"https://www.google.com.sg/maps/place/BullionStar/@1.2882907,103.8444241,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19102f0905d1:0x84514482d11d3320!8m2!3d1.2882907!4d103.8466128?hl=en","['website', 'products', 'investment', 'efficient', 'options', 'competitive', 'pricing', 'gold', 'collection', 'professional']"
Labrador Nature Reserve,"Labrador Villa Rd, Singapore 119187",7R83+98 Singapore,National reserve,4.5,"https://www.google.com.sg/maps/place/Labrador+Nature+Reserve/@1.2659151,103.8011106,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bea53cc7739:0x86bcd891b03b59ca!8m2!3d1.2659151!4d103.8032993?hl=en","['jog', 'history', 'sunset', 'evening', 'exercise', 'fishing', 'coast', 'boardwalk', 'mangrove', 'ships']"
Crane Dance at Resort World Sentosa,"8 Sentosa Gateway, Sentosa island, 098269",7R5C+3R Singapore,Permanently closed,4.5,"https://www.google.com.sg/maps/place/Sentosa+Crane+Dance/@1.2577067,103.8198851,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1958dd156dd1:0xd73b3850e02c7028!8m2!3d1.2576673!4d103.8221726?hl=en",
Natureland Holland Village,"29/29a Lor Liput, Singapore 277740",8Q6V+5W Singapore,Massage spa,4.1,"https://www.google.com.sg/maps/place/Natureland+Holland+Village/@1.310474,103.792668,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a6a527e0d31:0x90db51465fec3e5d!8m2!3d1.3104567!4d103.7948828?hl=en","['therapists', 'skilled', 'pressure', 'ginger', 'massage', 'foot', 'atmosphere', 'shoulder', 'room', 'receptionist']"
The Maritime Experiential Museum,"8 Sentosa Gateway, 098269",7R4C+Q4 Singapore,Permanently closed,4.3,"https://www.google.com.sg/maps/place/Maritime+Experiential+Museum/@1.2569835,103.8180789,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1954d741f14d:0x1d6ca37edae2509d!8m2!3d1.2569835!4d103.8202676?hl=en",
IMM Outlet Mall,"2 Jurong East Street 21, Singapore 609601",8PMW+WP Singapore,Shopping mall,4.3,"https://www.google.com.sg/maps/place/IMM/@1.3348154,103.7446508,17z/data=!3m1!4b1!4m5!3m4!1s0x31da100ddadb696b:0x82ca15d32e0cc595!8m2!3d1.3348154!4d103.7468395?hl=en","['branded', 'deals', 'furniture', 'season', 'the', 'factory', 'hospital', 'bridge', 'sports', 'capitaland']"
Statue of Raffles,"North Bank, Singapore 179555",7VQ2+38 Singapore,Tourist attraction,4.4,"https://www.google.com.sg/maps/place/Statue+of+Sir+Stamford+Raffles/@1.2877221,103.8485659,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190994416d37:0x424090b330cd6a1a!8m2!3d1.2877221!4d103.8507546?hl=en","['history', 'good', 'river', 'picture', 'easy']"
